パッチバージョン,変更対象,変更概要,変更部分,変更前,変更後
patch13.5,ユーミ,Q - きまぐれミサイル,「ベストフレンド」ボーナス,,「ベストフレンド」ボーナス：このスキルのスロウ効果が常に強化され、敵チャンピオンに命中すると5秒間、味方が通常攻撃時効果で10/12/14/16/18/20（+魔力の10%）の追加ダメージを与える。このダメージは味方のクリティカル率に応じて最大75%増加する。
patch13.5,ユーミ,Q - きまぐれミサイル,クールダウン,,クールダウン：7.5/7.25/7.0/6.75/6.5/6.25秒
patch13.5,ユーミ,Q - きまぐれミサイル,マナコスト,,マナコスト：50/55/60/65/70/75
patch13.5,ユーミ,Q - きまぐれミサイル,ダメージ,,ダメージ：60/90/120/150/180/210（+魔力の20%）
patch13.5,ユーミ,Q - きまぐれミサイル,スロウ効果,,スロウ効果：1秒間20%
patch13.5,ユーミ,Q - きまぐれミサイル,「ベストフレンド」による強化時のダメージ,,「ベストフレンド」による強化時のダメージ：80/140/200/260/320/380（+魔力の35%）
patch13.5,ユーミ,Q - きまぐれミサイル,「ベストフレンド」による強化時のスロウ効果,,「ベストフレンド」による強化時のスロウ効果：55/60/65/70/75/80%（2秒かけて20%まで低下）
patch13.5,ユーミ,Q - きまぐれミサイル,ミサイルの幅,：65,60
patch13.5,ユーミ,Q - きまぐれミサイル,ネコの目,,NEWネコの目：Qが敵に命中すると対象を可視化するように（注：ステルス状態の敵は可視化しません）
patch13.5,ユーミ,W - ユー＆ミー！,アダプティブフォースのボーナス,,削除アダプティブフォースのボーナス：ユーミおよびユーミのくっついた味方が、アダプティブフォースの追加ステータスを獲得しないように
patch13.5,ユーミ,W - ユー＆ミー！,それはアンフェアリー,,削除それはアンフェアリー：Wによって味方に「エアリー召喚」のシールドを付与できないように
patch13.5,ユーミ,W - ユー＆ミー！,「ベストフレンド」ボーナス,,「ベストフレンド」ボーナス：自身の体力回復/シールド効果が10～20%増加し、「ベストフレンド」が通常攻撃時効果で3/5/7/9/11（+魔力の4%）の体力を回復する。この体力回復には、ユーミの体力回復/シールド効果が反映される。
patch13.5,ユーミ,E - バビューン！,体力回復とシールドを入れ替え,,NEW体力回復とシールドを入れ替え：味方の体力を回復するのではなく、シールドを付与するように
patch13.5,ユーミ,E - バビューン！,クールダウン,,クールダウン：12/11.5/11/10.5/10秒
patch13.5,ユーミ,E - バビューン！,マナコスト,,マナコスト：80/90/100/110/120
patch13.5,ユーミ,E - バビューン！,シールド耐久値,,シールド耐久値：90/120/150/180/210（+魔力の30%）
patch13.5,ユーミ,E - バビューン！,増加移動速度,,増加移動速度：Eのシールドが持続している間は、味方の移動速度が20%増加する（シールドは破壊されるか、3秒経過すると消滅）
patch13.5,ユーミ,E - バビューン！,増加攻撃速度,,増加攻撃速度：35%（+魔力100ごとに8%）
patch13.5,ユーミ,E - バビューン！,味方のマナ回復量,,味方のマナ回復量：くっついている味方のマナを20/24/28/32/36回復する。このマナ回復量は対象の減少マナに応じて最大100%増加する（減少マナ30%～80%）。
patch13.5,ユーミ,E - バビューン！,救いの前足,,救いの前足：「E - バビューン！」に「ベストフレンド」ボーナスは存在しない（それが誰であろうと、ユーミは味方を助けられるべきです）
patch13.5,ユーミ,R - ファイナルチャプター,スキルの詳細,,スキルの詳細：3.5秒かけて魔法のウェーブを5回発射する。このウェーブは敵と味方の両方に影響を与える。くっついている間に発動すると、マウスでウェーブの発射方向を操作できる。ウェーブは味方チャンピオンに命中すると、その体力を回復する。対象が「ベストフレンド」だった場合、体力回復量が130%増加する。余剰の回復量はシールドに変換される。このシールドはスキル終了後も3秒間持続する。また、ウェーブは命中したすべての敵にダメージとスロウ効果を与える。このスロウ効果はスタックする。
patch13.5,ユーミ,R - ファイナルチャプター,クールダウン,：110/100/90秒,120/110/100秒
patch13.5,ユーミ,R - ファイナルチャプター,ウェーブごとの魔法ダメージ,：60/80/100（+魔力の20%）,75/100/125（+魔力の20%）
patch13.5,ユーミ,R - ファイナルチャプター,ウェーブごとの体力回復量,,ウェーブごとの体力回復量：35/50/65（+魔力の15%）
patch13.5,ユーミ,R - ファイナルチャプター,スロウ効果時間,,スロウ効果時間：1.25秒
patch13.5,ユーミ,R - ファイナルチャプター,スロウ効果,,スロウ効果：10% + 追加でウェーブが命中するたびに10%（最大で50%のスロウ効果）
patch13.5,ユーミ,R - ファイナルチャプター,「ベストフレンド」ボーナス,,「ベストフレンド」ボーナス：このスキルの詠唱中、ウェーブが「ベストフレンド」の物理防御と魔法防御を20/40/60（+魔力の10%）増加させる。
patch13.5,エイトロックス,W - 炎獄の鎖,クールダウン,：20/18.5/17/15.5/14秒,20/18/16/14/12秒
patch13.5,エイトロックス,W - 炎獄の鎖,スロウ効果,：スキルレベルにかかわらず25%,25/27.5/30/32.5/35%
patch13.5,エイトロックス,R - ワールドエンダー,増加攻撃力,：攻撃力の20/30/40%,攻撃力の20/32.5/45%
patch13.5,アッシュ,Q - レンジャーフォーカス,マナコスト,：50,30
patch13.5,アッシュ,Q - レンジャーフォーカス,強化効果時間,：4秒,6秒
patch13.5,アッシュ,W - ボレー,物理ダメージ,：20/35/50/65/80（+攻撃力の100%）,10/25/40/55/70（+攻撃力の100%）
patch13.5,アッシュ,R - クリスタルアロー,クールダウン,：80/70/60秒,100/80/60秒
patch13.5,オレリオン・ソル,基本ステータス,レベルアップごとの体力,：100,95
patch13.5,オレリオン・ソル,基本ステータス,レベルアップごとの物理防御,：4.6,4.3
patch13.5,オレリオン・ソル,Q - 星炎の息吹,爆発ダメージ,：20～40（チャンピオンレベルに応じて）（+40/50/60/70/80）（+魔力の40%）（+対象の最大体力の（「星屑」スタック数の0.031%））,20～40（チャンピオンレベルに応じて）（+40/50/60/70/80）（+魔力の35%）（+対象の最大体力の（「星屑」スタック数の0.031%））
patch13.5,アジール,基本ステータス,基本体力,：622,550
patch13.5,アジール,基本ステータス,レベルアップごとの物理防御,：4.2,5
patch13.5,アジール,基本ステータス,基本マナ,：380,320
patch13.5,アジール,基本ステータス,レベルアップごとのマナ,：36,40
patch13.5,アジール,基本ステータス,レベルアップごとの攻撃力,：2.8,3.5
patch13.5,アジール,基本ステータス,基本攻撃速度,,基本攻撃速度：0.625（注：変更なし）
patch13.5,アジール,基本ステータス,攻撃速度反映率,：0.625,0.694
patch13.5,アジール,基本ステータス,レベルアップごとの攻撃速度,：3%,5%
patch13.5,アジール,固有スキル - シュリーマの遺産,効果時間,：60秒,30秒
patch13.5,アジール,固有スキル - シュリーマの遺産,ダメージ,：150（1分ごとに+4）（+魔力の15%）の物理,230～410（チャンピオンレベルに応じて）（+魔力の40%）の魔法ダメージ
patch13.5,アジール,固有スキル - シュリーマの遺産,チャンピオンへの追加ダメージ,削除：37.5%の追加ダメージ,0%の追加ダメージ
patch13.5,アジール,固有スキル - シュリーマの遺産,スペルシャルエフェクト,,NEWスペルシャルエフェクト：「太陽の円盤」が単体対象スキルとして、アジールのスキル効果を適用するように
patch13.5,アジール,固有スキル - シュリーマの遺産,「太陽の円盤」の体力,：2550,3000
patch13.5,アジール,固有スキル - シュリーマの遺産,「太陽の円盤」の物理防御,：60（1分ごとに+1）,30～90（チャンピオンレベルに応じて）
patch13.5,アジール,固有スキル - シュリーマの遺産,「太陽の円盤」の魔法防御,：100（1分ごとに+1）,30～90（チャンピオンレベルに応じて）
patch13.5,アジール,固有スキル - シュリーマの遺産,「太陽の円盤」のデバフ,：アジールが離れるか倒されると物理防御が100低下,アジールが離れるか倒されると物理防御と魔法防御が100低下
patch13.5,アジール,固有スキル - シュリーマの遺産,クールダウン,：180秒,90秒（注：クールダウンは「太陽の円盤」が消滅してから開始されます）
patch13.5,アジール,固有スキル - シュリーマの遺産,バグ修正,,バグ修正：アジールが対象指定不可になっている間、「太陽の円盤」の物理防御と魔法防御が失われていた不具合を修正
patch13.5,アジール,Q - 征服の勅命,魔法ダメージ,：70/90/110/130/150（+魔力の30%）,60/80/100/120/140（+魔力の35%）（注：魔力200以上で強化になります）
patch13.5,アジール,Q - 征服の勅命,マナコスト,：55,65/70/75/80/85
patch13.5,アジール,W - 目覚めよ！,緩慢なる兵士,：自動効果で攻撃速度が15/25/35/45/55%増加,魔法ダメージが50/60/70/80/90増加
patch13.5,アジール,W - 目覚めよ！,合計魔法ダメージ,：50～150（チャンピオンレベルに応じて）（+魔力の55%）,50～200（チャンピオンレベルおよびWのスキルレベルに応じて）（+魔力の55%）
patch13.5,アジール,W - 目覚めよ！,3名は部隊に非ず,,削除3名は部隊に非ず：砂塵兵を3体召喚中に獲得できる増加攻撃速度を削除
patch13.5,アジール,E - 流砂の衝撃,魔法ダメージ,：60/100/140/180/220（+魔力の55%）,60/100/140/180/220（+魔力の40%）
patch13.5,ケイトリン,基本ステータス,基本物理防御,：28,27
patch13.5,ケイトリン,基本ステータス,基本攻撃力,：62,60
patch13.5,フィズ,W - シートライデント,マナ回復量,：20/28/36/44/52,30/40/50/60/70（注：これらはマナコストの100%）
patch13.5,フィズ,E - プレイ/トリックスター,魔法ダメージ,：70/120/170/220/270（+魔力の90%）,80/130/180/230/280（+魔力の90%）
patch13.5,フィズ,E - プレイ/トリックスター,マナコスト,：90/95/100/105/110,75/80/85/90/95
patch13.5,ガングプランク,固有スキル - 背水の銃剣,追加確定ダメージ,：55～310（+増加攻撃力100%）（+クリティカル率に応じて0～200）,50～250（+増加攻撃力100%）（+クリティカル率に応じて0～200）
patch13.5,ガングプランク,E - 火薬樽,見ろ、樽だ！,,NEW見ろ、樽だ！：ガングプランクのマナゲージ下に、保持している樽の数が全プレイヤーに向けて表示されるように
patch13.5,ガングプランク,E - 火薬樽,樽のリチャージ時間,：18/17/16/15/14秒,スキルレベルにかかわらず18秒
patch13.5,ジンクス,基本ステータス,レベルアップごとの攻撃速度,：1%,1.36%
patch13.5,ジンクス,W - シビレーザー！,マナコスト,：50/55/60/65/70,40/45/50/55/60
patch13.5,ジンクス,W - シビレーザー！,スロウ効果,：30/40/50/60/70%,40/50/60/70/80%
